idindicador,idunidad,iddepto,nomdepto,2005,2006,2007,2008,2009,2010
pcrparin,1,68,santander,88,90.63,94.12,100,100,100
ttdiesti,20,94,guainia,50.73,48.7,46.67,44.64,42.61,40.58
pcrparin,1,81,arauca,62.23,69.91,83.29,83.24,84,87.91
pcrparin,1,5,antioquia,91.01,94.69,97,96.98,95.33,98.41
ttdiesti,20,68,santander,19.83,19.69,19.55,19.41,19.27,19.13
pbepredg,1,97,vaupes,NA,NA,NA,NA,NA,3.4
ttdiesti,20,15,boyaca,30.64,29.42,28.19,26.97,25.74,24.51
pcrparin,1,25,cundinamarca,98.62,100,98.92,97.44,98.27,98.45
ptrldeng,1,23,cordoba,NA,NA,0,0.92,6.25,7
pgeembar,1,97,vaupes,27.2,NA,NA,NA,NA,22.3
pcrparin,1,41,huila,80.4,82.31,87.15,87.61,88.57,93.88
pcrparin,1,85,casanare,98.38,97.5,98.16,97.54,97.56,98.53
pcrparin,1,73,tolima,97.12,98.21,96.09,95.79,97.56,98.61
pcrparin,1,5,antioquia,96.15,98.86,96.77,98.28,100,96.15
ttdiesti,20,25,cundinamarca,21.48,21.24,21,20.76,20.52,20.28
ttdiesti,20,68,santander,24.99,24.26,23.53,22.8,22.08,21.35
pcrparin,1,25,cundinamarca,99.36,99.11,99.28,99.28,99.71,98.75
pcrparin,1,15,boyaca,95.5,95.37,93.26,96.3,96.67,95.18
ttdiesti,20,76,valle del cauca,18.9,18.44,17.99,17.54,17.08,16.63
ttdiesti,20,70,sucre,26.66,26.06,25.47,24.88,24.29,23.69
ttdiesti,20,54,n.santander,24.68,24.4,24.13,23.85,23.58,23.31
ttdnesti,20,25,cundinamarca,30.82480764,28.097862,25.37091636,22.64397072,19.91702508,17.19007944
pcrparin,1,23,cordoba,89.41,92.09,97.16,99.39,99.42,98.03
ttdiesti,20,70,sucre,25.43,24.87,24.3,23.74,23.17,22.61
pcrparin,1,73,tolima,93.5,96.48,94.88,96.59,96.5,96.37
pcrparin,1,94,guainia,80.69498069,82.12290503,87.4,84.71001757,81.10749186,87.45762712
ttdiesti,20,76,valle del cauca,15.69,15.22,14.75,14.28,13.81,13.34
ttdiesti,20,91,amazonas,91.97,91.97,91.97,91.97,91.97,91.97
ttdiesti,20,23,cordoba,27.35,26.74,26.13,25.52,24.92,24.31
ttdiesti,20,25,cundinamarca,23.35,22.83,22.31,21.8,21.28,20.76
pcrparin,1,19,cauca,88.57,91.77,94.89,96.95,98.32,96.36
pcrparin,1,5,antioquia,99.46,99.05,95.94,99,98.08,99.5
rgrtgfec,3,8,atlantico,NA,NA,NA,NA,NA,NA
ttdiesti,20,76,valle del cauca,21,21,21,21,21,21
ttdiesti,20,20,cesar,33.92,33.92,33.92,33.92,33.92,33.92
caelacex,5,81,arauca,NA,NA,NA,NA,NA,2.6
pcrparin,1,76,valle del cauca,99.53,99.52,99.54,99.46,98.33,100
ttdiesti,20,50,meta,24.7,24.56,24.43,24.29,24.16,24.02
ttdiesti,20,17,caldas,17.31,16.79,16.27,15.75,15.23,14.71
ttdiesti,20,99,vichada,26.92,26.32,25.73,25.13,24.53,23.93
ttdiesti,20,23,cordoba,33.36,33.36,33.36,33.36,33.36,33.36
pcrparin,1,50,meta,89.51,88.54,90.76,92.91,93.7,98.88
ttdiesti,20,76,valle del cauca,14.4,13.97,13.54,13.1,12.67,12.24
ttdiesti,20,47,magdalena,25.67,25.1,24.53,23.96,23.39,22.82
pcrparin,1,52,narino,90.91,97.01,95.12,97.62,98.44,98.18
ttdiesti,20,5,antioquia,18.41,18.21,18.01,17.8,17.6,17.39
pcrparin,1,13,bolivar,98.73,98.92,99.51,98.96,100,99.77
pbehtaco,1,NA,NA,NA,NA,4.66,NA,NA,NA
pcrparin,1,68,santander,99.13,99.49,99.16,99.57,99.62,99.57
ptrldeng,1,85,casanare,NA,NA,3.03,0,0.73,2
pcrparin,1,86,putumayo,89.57,94.58,96.31,96.1,96.9,92.79
ttdiesti,20,68,santander,18.98,18.98,18.98,18.98,18.98,18.98
ttdiesti,20,5,antioquia,18,17.8,17.6,17.4,17.2,17
ttdiesti,20,68,santander,14.5,14.07,13.63,13.2,12.76,12.33
pcrparin,1,41,huila,98.46,99,99.2,99.21,99.45,99.37
pcrparin,1,68,santander,98.7,97.49,99.04,99.64,99.2,99.58
ttdiesti,20,15,boyaca,25.06,24.06,23.05,22.05,21.05,20.05
ttdiesti,20,52,narino,23.44,22.92,22.4,21.88,21.36,20.84
ttdiesti,20,5,antioquia,19.78,19.56,19.34,19.12,18.9,18.68
pcrparin,1,27,choco,98,95.68,99.44,98.95,98.8,98
ttdiesti,20,15,boyaca,15.09,14.64,14.18,13.73,13.28,12.83
pcrparin,1,5,antioquia,95.99,92.74,98.21,98.8,97.92,98.9
ttdiesti,20,23,cordoba,23.47,22.95,22.42,21.9,21.38,20.86
ttdiesti,20,5,antioquia,27.7,27.7,27.7,27.7,27.7,27.7
ttdiesti,20,25,cundinamarca,14.49,14.33,14.17,14.01,13.85,13.69
ttdiesti,20,15,boyaca,20.62,19.79,18.97,18.14,17.32,16.5
ttdiesti,20,5,antioquia,8.01,7.96,7.92,7.87,7.82,7.77
ttdiesti,20,15,boyaca,23.03,22.34,21.65,20.96,20.27,19.58
pcrparin,1,68,santander,96.55,96.34,100,100,100,100
pcrparin,1,68,santander,40.21,50.45,69.06,88.55,78.95,83.7
pcrparin,1,44,la guajira,92.02,96.84,84.29,77.38,87.46,88.4
pcrparin,1,50,meta,100,98.13,95.69,98.31,97.54,98.72
pcrparin,1,99,vichada,94.44,96.02,97.17,96.2,98.24,97.61
ttdiesti,20,44,la guajira,33.18,31.85,30.53,29.2,27.87,26.54
pbehtaco,1,170,colombia,NA,NA,8.8,NA,NA,NA
pcrparin,1,76,valle del cauca,98.64,98.65,98.88,99.5,99.45,99.37
ttdnesti,20,50,meta,44.95125743,42.96516078,40.97906413,38.99296748,37.00687084,35.02077419
pcrparin,1,15,boyaca,81.82,92.68,78.79,92.86,98,93.02
pcrparin,1,68,santander,87.66,97.37,96.45,97.64,98.43,100
ttdiesti,20,25,cundinamarca,14.9,14.74,14.57,14.41,14.24,14.08
pcrparin,1,73,tolima,98.82,98.83,99.07,98.74,97.8,99.43
ttdiesti,20,73,tolima,21.64,21.39,21.13,20.87,20.61,20.36
pcrparin,1,15,boyaca,100,99.41,98.19,99.34,98.97,99.43
ttdiesti,20,13,bolivar,26.6,26.6,26.6,26.6,26.6,26.6
pcrparin,1,15,boyaca,96.55,99.13,99.1,99.58,98.45,98.96
pcrparin,1,76,valle del cauca,98.52,98.48,98.69,99.53,96.88,99.07
ttdiesti,20,15,boyaca,20.62,20.52,20.42,20.32,20.22,20.12
ttdiesti,20,47,magdalena,24.42,23.88,23.33,22.79,22.25,21.7
pgeembar,1,68,santander,17.8,NA,NA,NA,NA,16.1
ttdiesti,20,66,risaralda,26.77,26.77,26.77,26.77,26.77,26.77
pcrparin,1,5,antioquia,93.62,97.69,94.22,94.7,96.8,94.55
ttdiesti,20,20,cesar,17.29,16.91,16.53,16.14,15.76,15.37
ttdiesti,20,25,cundinamarca,13.25,13.1,12.95,12.81,12.66,12.51
pcrparin,1,25,cundinamarca,100,97.33,100,98.08,98.97,98.99
pcrparin,1,25,cundinamarca,100,93.75,100,100,100,100
pcrparin,1,25,cundinamarca,99.25,100,100,99.29,96.75,99.21
pcrparin,1,73,tolima,86.4,81.45,93.41,97.32,97.44,98.04
pcrparin,1,5,antioquia,97.56,99.67,98.57,95.05,95.32,97.39
pcrparin,1,18,caqueta,94.19,91.08,93.06,98.06,95.24,94.23
ttdiesti,20,15,boyaca,20.35,20.34,20.33,20.32,20.31,20.3
ttdiesti,20,23,cordoba,23.82,23.29,22.76,22.23,21.7,21.17
pbretaia,1,81,arauca,NA,NA,NA,NA,NA,77.77777778
pcrparin,1,81,arauca,61.02,74.68,76.19,82.11,88.33,88.89
pbepredg,1,44,la guajira,NA,NA,NA,NA,NA,11.2
ttdiesti,20,15,boyaca,20.21,19.61,19,18.39,17.79,17.18
igrtgfec,2,41,huila,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,11.24,11.19,11.14,11.09,11.04,10.99
pcrparin,1,41,huila,89.71,92.45,93.1,95.92,98.21,100
ttdiesti,20,19,cauca,21.44,20.96,20.48,20.01,19.53,19.06
cgrnacim,17,8,atlantico,40624,40573,40396,41432,39889,35198
pcrparin,1,52,narino,83.33,82.76,91.67,91.04,100,96.83
pcrparin,1,52,narino,100,96.91,98.84,98.41,94.2,98.78
pcrparin,1,25,cundinamarca,99.55,96.77,98.72,99.59,99.52,100
pcrparin,1,5,antioquia,90.83,92.16,91.26,97.92,95.9,98.79
pcrparin,1,70,sucre,96.89,98.65,99.62,99.63,98.19,99.35
ttdiesti,20,13,bolivar,24.73,24.18,23.63,23.08,22.53,21.98
pcrparin,1,52,narino,96.77,98.54,96.27,95.33,99.33,98.25
pbehtaco,1,NA,NA,NA,NA,12.32,NA,NA,NA
pcrparin,1,70,sucre,91.6,94.71,100,98.33,99.64,99.05
pcrparin,1,41,huila,83.55,86.05,91.19,91.44,93.64,95.85
ttdiesti,20,5,antioquia,22.64,22.13,21.63,21.13,20.63,20.12
ttdiesti,20,41,huila,27.2,26.59,25.99,25.38,24.78,24.17
pcrparin,1,27,choco,95.52,97.67,97.4,100,100,98.63
pbretaia,1,91,amazonas,NA,NA,NA,NA,NA,100
cgrnacim,17,47,magdalena,11447,12250,12276,12821,12701,12262
ttdiesti,20,5,antioquia,16.3,16.12,15.94,15.76,15.58,15.39
pcrparin,1,25,cundinamarca,99.32,100,99.24,99.77,99,99.23
pcrrncpn,1,52,narino,76.89,77.07,79.37,80.08,80.16,82.15
ttdiesti,20,25,cundinamarca,23.11,22.84,22.56,22.29,22.01,21.74
pcrparin,1,27,choco,91.33371936,91.41720349,92.98990972,94.01939655,95.55918071,94.37198499
pcrparin,1,25,cundinamarca,100,86.96,95.83,100,94.74,95.24
pcrparin,1,54,n.santander,100,100,99.48,99.01,99.1,95.4
ttdiesti,20,5,antioquia,21.14,20.67,20.2,19.73,19.26,18.79
pcrparin,1,17,caldas,94.12,91.77,95.79,98.16,98.67,98.68
ttdiesti,20,52,narino,24.18,23.64,23.11,22.57,22.03,21.49
ttdiesti,20,70,sucre,21.26,20.79,20.32,19.84,19.37,18.9
pcrparin,1,66,risaralda,95.05,86.34,88.84,95.32,89.08,83.15
pbehtaco,1,NA,NA,NA,NA,12.37,NA,NA,NA
ttdiesti,20,18,caqueta,20.18,20.18,20.18,20.18,20.18,20.18
ttdiesti,20,68,santander,19.45,18.86,18.28,17.7,17.11,16.53
ttdiesti,20,5,antioquia,15.16,15.09,15.02,14.95,14.89,14.82
ptrldeng,1,50,meta,NA,NA,9.52,1.22,2.03,3
rgrtgfec,3,11,bogota,NA,NA,NA,NA,NA,NA
ttdiesti,20,5,antioquia,11.86,11.72,11.58,11.43,11.29,11.15
pcrparin,1,19,cauca,34.96,61.06,66.67,91.95,92.11,91.07
ttdiesti,20,50,meta,32.13,31.41,30.7,29.99,29.27,28.56
ttdiesti,20,27,choco,60.13,59.74,59.35,58.96,58.57,58.18
ttdiesti,20,27,choco,40.03,40.03,40.03,40.03,40.03,40.03
pcrparin,1,5,antioquia,97.52,96.97,94,95.26,96.03,98.8
ttdiesti,20,52,narino,22.27,21.77,21.28,20.78,20.29,19.79
pcrparin,1,15,boyaca,91.49,100,97.37,92.86,96.43,100
pcrparin,1,52,narino,91.78,93.71,98.64,98.32,97.84,97.52
pcrparin,1,25,cundinamarca,98.26,98.03,96.67,97.32,99.39,100
pcrparin,1,52,narino,85.38,71.15,94.26,91.36,100,96.74
ttdiesti,20,86,putumayo,37.97,37.13,36.29,35.44,34.6,33.75
caelacex,5,63,quindio,NA,NA,NA,NA,NA,1.1
ttdiesti,20,81,arauca,16.79,16.6,16.42,16.23,16.04,15.86
ttdiesti,20,41,huila,17.09,16.9,16.71,16.52,16.33,16.14
ttdiesti,20,25,cundinamarca,15.41,15.23,15.06,14.89,14.72,14.55
pcrparin,1,25,cundinamarca,90.32,100,92.86,100,96.3,100
pcrparin,1,19,cauca,96.15,92.31,91.15,90.72,92.23,98.78
pcrparin,1,5,antioquia,98.77,96.6,96.03,98.21,99.22,99.15
pcrparin,1,88,san andres,99.67,99.66,99.89,99.75,99.88,99.87
ttdiesti,20,27,choco,52.54,52.54,52.54,52.54,52.54,52.54
ttdiesti,20,68,santander,12.91,12.52,12.13,11.75,11.36,10.97
ttdiesti,20,25,cundinamarca,15.57,15.4,15.23,15.05,14.88,14.71
ttdiesti,20,25,cundinamarca,18.94,18.73,18.51,18.3,18.09,17.88
pcrparin,1,25,cundinamarca,98.15,98.08,97.5,97.62,97.87,98.31
pcrparin,1,15,boyaca,94.52,98.48,94.55,95.52,95.71,96.77
pcrparin,1,54,n.santander,99.24,97.9,99.27,99.17,99.03,97.28
pcrperca,1,63,quindio,98.57314309,98.77309265,98.78519365,99.24231169,99.3422059,99.49601691
ttdiesti,20,85,casanare,30.89,30.2,29.52,28.83,28.14,27.46
ttdiesti,20,47,magdalena,29.07,28.42,27.78,27.13,26.48,25.84
pcrparin,1,54,n.santander,99.6,98.69,99.16,99.59,99.2,98.24
pcrparin,1,86,putumayo,79.36,81.89,85.95,91.2,87.82,97.21
ttdiesti,20,85,casanare,34.76,34.76,34.76,34.76,34.76,34.76
pcrparin,1,25,cundinamarca,99.47,99.52,99.44,99.38,98.8,98.09
pcrparin,1,5,antioquia,97.42,97.99,98.12,98.98,99.31,98.71
pcrparin,1,68,santander,93.75,100,100,100,100,100
pcrparin,1,52,narino,96.77,92,98.17,92.11,98.04,98.4
ttdiesti,20,81,arauca,17.83,17.44,17.04,16.65,16.25,15.85
pcrparin,1,73,tolima,83.7,87.52,94.3,95.06,97.96,98.21
ttdiesti,20,25,cundinamarca,21.71,21.47,21.23,20.99,20.75,20.51
pcrparin,1,8,atlantico,98.49842458,98.94757597,99.3637984,99.58727554,99.65654692,99.84374112
pcrperca,1,15,boyaca,96.68177167,98.02252816,97.90359602,98.33793571,98.571505,98.71014983
cgrnacim,17,97,vaupes,1752,1250,1562,1592,1440,1350
ttdiesti,20,95,guaviare,39.58,38.7,37.82,36.94,36.06,35.18
pcrperca,1,94,guainia,79.53667954,81.56424581,87.4,84.53427065,80.94462541,86.94915254
ttdiesti,20,52,narino,19.35,18.92,18.49,18.06,17.63,17.2
pcrparin,1,54,n.santander,86.73,85.84,86.49,95.73,88.89,95.58
pcrparin,1,17,caldas,93.13,92.8,94.31,94.59,93.13,98.29
ttdiesti,20,15,boyaca,26.15,26.15,26.15,26.15,26.15,26.15
pcrparin,1,8,atlantico,99.48,99.14,99.51,99.84,99.29,99.8
pbepredc,1,170,colombia,12,NA,NA,NA,NA,13.2
ttdiesti,20,13,bolivar,22.67,22.16,21.66,21.15,20.65,20.15
ttdiesti,20,41,huila,27.98,27.17,26.36,25.56,24.75,23.94
ttdiesti,20,25,cundinamarca,22.24,22.24,22.24,22.24,22.24,22.24
pcrparin,1,63,quindio,92.59,100,100,96.77,100,93.33
pcrparin,1,95,guaviare,98.57,97.58,96.73,96.96,97.05,98.25
ttdiesti,20,15,boyaca,26.68,26.28,25.88,25.48,25.08,24.67
ttdiesti,20,17,caldas,12.16,11.67,11.18,10.7,10.21,9.73
pcrparin,1,68,santander,95.37006847,96.49450449,97.37204355,98.25064876,98.88495517,99.16708818
pcrparin,1,85,casanare,100,100,98.11,97.87,97.5,100
ttdiesti,20,5,antioquia,16.44,16.26,16.08,15.89,15.71,15.53
ttdiesti,20,91,amazonas,40.18,40.18,40.18,40.18,40.18,40.18
pcrparin,1,52,narino,73.61,84.71,83.61,84.48,90.2,100
ttdiesti,20,5,antioquia,19.53,19.31,19.09,18.88,18.66,18.44
ttdiesti,20,15,boyaca,21.74,20.87,20,19.13,18.26,17.39
ttdiesti,20,54,n.santander,16.73,16.55,16.36,16.18,15.99,15.8
ttdiesti,20,50,meta,30.06,29.4,28.73,28.06,27.39,26.72
pcrparin,1,68,santander,73.47,94.23,97.87,100,100,100
pbehtaco,1,NA,NA,NA,NA,0.84,NA,NA,NA
pcrparin,1,15,boyaca,88.39,92,93.88,93.14,95,98.94
pcrparin,1,15,boyaca,98.23,99.06,98.07,97.88,98.71,99.17
pbepredg,1,17,caldas,NA,NA,NA,NA,NA,3.1
ttdiesti,20,19,cauca,17.53,17.14,16.75,16.36,15.97,15.58
pbehtaco,1,91,amazonas,NA,NA,9.1,NA,NA,NA
ttdiesti,20,73,tolima,14.95,14.77,14.6,14.42,14.24,14.06
pbretaia,1,11,bogota,NA,NA,NA,NA,NA,75
ttdiesti,20,50,meta,28.72,28.72,28.72,28.72,28.72,28.72
pcrparin,1,15,boyaca,92.22,98.88,97.8,97.62,95.45,96.34
pcrparin,1,13,bolivar,96.77,100,100,100,100,100
rgrtgfec,3,88,san andres,NA,NA,NA,NA,NA,NA
pcrparin,1,25,cundinamarca,98.4,98.65,98.48,99.08,98.88,99.48
pbrmivih,1,73,tolima,NA,NA,NA,20,5.9,NA
pbrmivih,1,97,vaupes,NA,NA,NA,NA,NA,100
pbehtaco,1,95,guaviare,NA,NA,5.2,NA,NA,NA
ttdiesti,20,15,boyaca,30.69,29.46,28.23,27.01,25.78,24.55
pcrparin,1,68,santander,79.49,81.63,90,97.06,100,96.43
ttdiesti,20,66,risaralda,16.29,15.8,15.31,14.82,14.33,13.84
ttdiesti,20,18,caqueta,24.93178139,24.36260047,23.79245228,23.22304078,22.65351209,22.08385878
ttdiesti,20,63,quindio,15.02175825,14.6207528,14.21860349,13.81769074,13.41682232,13.01480254
pcrparin,1,85,casanare,97.77,98.64,98.45,99.01,100,97.22
pbehtaco,1,73,tolima,NA,NA,9.9,NA,NA,NA
pcrparin,1,52,narino,74.6,87.43,91.84,96.76,97.01,92.9
pcrparin,1,68,santander,94.92,95.65,96.61,98.59,98.11,100
pcrparin,1,27,choco,96.77,95.83,95.38,97.87,100,97.96
ttdiesti,20,5,antioquia,16.32,16.14,15.96,15.78,15.59,15.41
ttdiesti,20,73,tolima,15.73,15.54,15.35,15.17,14.98,14.79
ttdiesti,20,52,narino,23.02,22.5,21.99,21.48,20.97,20.46
ttdiesti,20,19,cauca,31.29,30.59,29.9,29.2,28.51,27.81
pcrparin,1,68,santander,96.15,100,85,100,66.67,96.88
ttdiesti,20,85,casanare,26.53,25.94,25.35,24.76,24.17,23.58
pcrparin,1,18,caqueta,98.26,100,100,97.96,98.78,98.21
ttdiesti,20,50,meta,30.1,29.43,28.76,28.09,27.42,26.75
ttdiesti,20,50,meta,42.95,42.95,42.95,42.95,42.95,42.95
ttdiesti,20,54,n.santander,15.03,14.86,14.69,14.52,14.36,14.19
pbehtaco,1,66,risaralda,NA,NA,11.1,NA,NA,NA
ttdiesti,20,15,boyaca,27.3,26.2,25.11,24.02,22.93,21.84
pcrparin,1,15,boyaca,94.87,100,92.98,96.61,98.59,93.55
pgeembar,1,86,putumayo,19.8,NA,NA,NA,NA,32
pcrperca,1,70,sucre,97.83000644,97.86824279,98.37787528,98.30222833,98.54671725,98.91152665
ttdiesti,20,15,boyaca,28.24,28.24,28.24,28.24,28.24,28.24
pcrparin,1,76,valle del cauca,99.17,99.11,98.6,98.86,99.22,99.25
pcrparin,1,85,casanare,70.62,89.2,90.32,92.77,92.67,93.08
pcrparin,1,5,antioquia,97,98.15,97.53,99.61,98.09,99.41
ttdiesti,20,8,atlantico,19.11,18.9,18.69,18.47,18.26,18.05
pcrparin,1,25,cundinamarca,97.65,99.1,98.75,100,100,100
ttdiesti,20,68,santander,16.27,15.62,14.97,14.32,13.67,13.02
pcrparin,1,68,santander,97.87,100,97.26,98.82,100,98.63
ttdiesti,20,73,tolima,18.57,18.35,18.13,17.91,17.69,17.47
ttdiesti,20,19,cauca,32.77,32.05,31.32,30.59,29.86,29.13
ttdiesti,20,63,quindio,16.69,16.19,15.69,15.19,14.69,14.19
pcrrncpn,1,15,boyaca,82.28,83.95,84.43,85.21,85.27,87.15
pcrparin,1,68,santander,60.99,74.6,83.73,93.62,99.19,99.51
pcrparin,1,91,amazonas,38.46,16.67,50,8.82,31.25,18.18
rgrtgfec,3,85,casanare,NA,NA,NA,NA,NA,NA
pcrparin,1,94,guainia,100,100,NA,83.33,100,NA
pcrparin,1,54,n.santander,95,100,100,100,100,100
ttdiesti,20,23,cordoba,29.06,29.06,29.06,29.06,29.06,29.06
pcrparin,1,76,valle del cauca,91.88,95,96.15,98.08,96.9,99.13
ttdiesti,20,52,narino,30.37,29.7,29.02,28.35,27.67,27
ttdiesti,20,23,cordoba,29.31,28.66,28.01,27.36,26.71,26.06
pbehtaco,1,70,sucre,NA,NA,7.9,NA,NA,NA
pgeembar,1,81,arauca,26.8,NA,NA,NA,NA,23.5
pcrparin,1,70,sucre,99.56,98.58,97.03,99.49,98.91,99.48
pcrparin,1,15,boyaca,92.74,92.63,95.24,95.29,97.18,96.92
ttdiesti,20,5,antioquia,18.16,17.96,17.75,17.55,17.35,17.15
ttdiesti,20,47,magdalena,21.44,20.97,20.49,20.01,19.54,19.06
cgrnacim,17,94,guainia,1266,929,1310,1402,1276,1262
ttdiesti,20,15,boyaca,24.4,24.11,23.82,23.54,23.25,22.96
ttdiesti,20,5,antioquia,14.31,14.15,13.99,13.83,13.67,13.51
pbehtaco,1,81,arauca,NA,NA,6.2,NA,NA,NA
ttdiesti,20,54,n.santander,11.31,11.26,11.21,11.16,11.11,11.06
ttdiesti,20,73,tolima,28.59,28.25,27.91,27.57,27.23,26.89
ttdiesti,20,94,guainia,40.13614017,39.6352961,39.10350698,38.5403393,37.9419196,37.30086251
pcrparin,1,27,choco,58.82,69.23,100,77.78,93.33,96.67
pcrparin,1,73,tolima,88.41,92.77,93.62,95.45,97.96,100
pcrparin,1,5,antioquia,96.2,97.75,95.6,97.65,98.63,97.47
ttdiesti,20,5,antioquia,28.09,27.7,27.31,26.93,26.54,26.15
pcrparin,1,15,boyaca,84.21,92.31,93.55,96.43,94.74,100
pcrparin,1,5,antioquia,99.45,99.44,98.77,99.43,99.25,99.32
pcrparin,1,13,bolivar,97.93,98.51,97.92,99.05,99.14,99.6
pbehtaco,1,NA,NA,NA,NA,17.21,NA,NA,NA
ttdiesti,20,13,bolivar,17.41,17.22,17.03,16.83,16.64,16.44
ttdiesti,20,68,santander,29.93,28.73,27.54,26.34,25.14,23.94
pbepredg,1,63,quindio,NA,NA,NA,NA,NA,3.5
pcrparin,1,52,narino,92.46,92.9,96.04,87.89,97.35,95.28
ttdiesti,20,25,cundinamarca,13.65,13.5,13.35,13.19,13.04,12.89
ttdiesti,20,25,cundinamarca,12.7,12.56,12.42,12.28,12.14,12
pcrparin,1,15,boyaca,97.37,97.26,96.77,98.46,100,100
pcrparin,1,25,cundinamarca,99.7,99.61,99.55,99.45,99.25,99.16
pcrparin,1,50,meta,98.26,99.32,100,99.39,100,100
ttdiesti,20,5,antioquia,15.43,15.37,15.3,15.23,15.16,15.09
ttdiesti,20,5,antioquia,35.97,34.88,33.79,32.7,31.6,30.51
ttdiesti,20,41,huila,17.27,16.89,16.5,16.12,15.73,15.35
ttdiesti,20,18,caqueta,30.43,29.86,29.3,28.73,28.16,27.59
pcrparin,1,5,antioquia,99.01,99.46,99.27,99.6,99.59,98.93
pcrparin,1,76,valle del cauca,94.48,95.26,96.8,96.08,96.42,96.88
pcrparin,1,13,bolivar,98.14,99.71,98.75,96.92,95.45,95.04
ttdiesti,20,63,quindio,18.98,18.41,17.85,17.28,16.71,16.14
ttdiesti,20,52,narino,18.79,18.37,17.95,17.53,17.12,16.7
pcrparin,1,68,santander,76.67,83.02,93.75,74,88.89,91.67
ttdiesti,20,70,sucre,33.33,32.57,31.81,31.05,30.29,29.52
pcrparin,1,70,sucre,100,100,100,100,100,96.97
ttdiesti,20,54,n.santander,13.84,13.54,13.23,12.92,12.61,12.31
ttdiesti,20,52,narino,25.09,24.54,23.98,23.42,22.86,22.31
pcrparin,1,63,quindio,92.55,96.02,94.91,98.15,97.97,99.34
ttdiesti,20,5,antioquia,18.05,17.85,17.65,17.45,17.25,17.05
cgrnacim,17,66,risaralda,7499,7091,6997,6731,6537,6151
ttdiesti,20,18,caqueta,25.36,24.8,24.23,23.67,23.11,22.54
pcrperca,1,66,risaralda,98.35419564,98.53222231,98.55744077,98.69809722,98.50296965,98.28286246
ttdiesti,20,17,caldas,18.96,18.39,17.82,17.25,16.68,16.11
pcrparin,1,17,caldas,95.56,90.32,100,100,100,100
ttdiesti,20,70,sucre,37.14,36.31,35.49,34.66,33.84,33.01
pcrparin,1,25,cundinamarca,98.36,98.15,100,98.51,100,97.87
ttdiesti,20,5,antioquia,22.09,21.85,21.6,21.36,21.11,20.87
pcrparin,1,95,guaviare,97.83105023,97.28,96.09475032,96.98492462,95.97222222,97.77777778
pcrparin,1,76,valle del cauca,92.07,97.38,99.48,98,99.55,100
pbehtaco,1,NA,NA,NA,NA,13.11,NA,NA,NA
ttdiesti,20,73,tolima,19.74,19.51,19.27,19.04,18.81,18.57
pcrparin,1,5,antioquia,95.09,91.1,96.75,92.44,94.55,89.25
pbehtaco,1,68,santander,NA,NA,6.7,NA,NA,NA
pcrparin,1,15,boyaca,87.04,90,96.08,100,100,92.11
ttdiesti,20,41,huila,22.93,22.42,21.91,21.4,20.89,20.38
pcrparin,1,47,magdalena,100,99.05,98.73,99.63,100,99.44
pcrparin,1,5,antioquia,98.33,94.29,89.01,97.8,100,97.37
rgrtgfec,3,41,huila,NA,NA,NA,NA,NA,NA
pcrparin,1,8,atlantico,99.11,98.23,100,100,98.96,100
pcrparin,1,44,la guajira,97.49,98.15,97.47,95.51,97.58,96.88
ttdiesti,20,25,cundinamarca,27.58,26.76,25.94,25.12,24.31,23.49
ttdiesti,20,8,atlantico,17.23,16.85,16.46,16.08,15.7,15.32
ttdiesti,20,52,narino,25.77,25.47,25.17,24.87,24.57,24.27
ttdiesti,20,27,choco,50.77,48.74,46.71,44.68,42.65,40.62
ttdiesti,20,76,valle del cauca,18.63,18.33,18.03,17.72,17.42,17.12
ttdiesti,20,50,meta,28.81,28.58,28.34,28.11,27.88,27.65
ttdiesti,20,68,santander,18.9,18.34,17.77,17.2,16.63,16.07
ttdiesti,20,8,atlantico,17.92,17.52,17.12,16.73,16.33,15.93
ttdiesti,20,25,cundinamarca,14.61,14.45,14.29,14.12,13.96,13.8
pgeembar,1,15,boyaca,14.4,NA,NA,NA,NA,15.8
pcrperca,1,19,cauca,85.83474785,87.69753519,92.64817518,94.1509325,94.70051341,95.53377546
ttdiesti,20,25,cundinamarca,25.56,25.28,24.99,24.71,24.42,24.14
pcrparin,1,47,magdalena,96.69,96.79,96.3,98.18,94.7,99.26
rgrtgfec,3,73,tolima,NA,NA,NA,NA,NA,NA
pcrparin,1,5,antioquia,96.27,97.44,99.04,98.15,99.38,100
ttdiesti,20,25,cundinamarca,13.39,13.24,13.09,12.94,12.8,12.65
pcrparin,1,5,antioquia,97.78,100,96.97,100,100,96.3
pgeembar,1,70,sucre,19.1,NA,NA,NA,NA,19.7
ttdiesti,20,25,cundinamarca,25.45,24.88,24.32,23.75,23.19,22.62
rtrmorpu,4,5,antioquia,64.46,69.05,40.02,45.07,55.84,51.15
ttdiesti,20,52,narino,19.11,18.69,18.26,17.84,17.41,16.99
pcrparin,1,5,antioquia,95.35,94.55,96.41,96.71,97.45,97.71
pcrparin,1,73,tolima,98.06,97.56,99.23,98.53,97.01,98.99
pcrparin,1,5,antioquia,97.61,95.02,98.37,98.5,96.85,96.69
pcrparin,1,25,cundinamarca,89.47,92.31,94.12,100,94.44,89.74
ttdiesti,20,70,sucre,34.55,33.78,33.02,32.25,31.48,30.71
